timestamp_us,timestamp_s,sdu_generated_count,l2cap_send_attempt_count,l2cap_send_success_count,l2cap_send_error_count,can_send_wait_last_us,can_send_wait_max_us,packet_sent_wait_max_us,audio_busy_current_duration_us,audio_busy_max_duration_us,ring_fill_current,ring_fill_min,ring_fill_max,ring_underrun_count,ring_overrun_count,sequence_generated,sequence_sent,sequence_skip_count,audio_timer_gap_max_us,audio_timer_late_count,usb_pcm_underrun_count,trace_dropped,hci_write_count,hci_write_error_count,hci_write_last_us,hci_write_max_us,cyw43_lock_wait_last_us,cyw43_lock_wait_max_us,cyw43_lock_hold_last_us,cyw43_lock_hold_max_us,btstack_run_loop_gap_last_us,btstack_run_loop_gap_max_us,hci_to_packet_sent_last_us,hci_to_packet_sent_max_us,rssi_sample_count,rssi_request_skipped_count,rssi_slot0_dbm,rssi_slot1_dbm,rssi_slot0_age_us,rssi_slot1_age_us,tx_stale_drop_count,tx_stale_drop_frames
2952747635,2952.747635,146439,146407,146407,0,6,8,49166,0,49174,0,0,11,0,0,6,6,32,75064,1,0,367977,227066,0,244,283,1,3,60,828522,2165,75064,22,24,5835,0,-74,-2147483648,268724,4294967295,0,0
2952997635,2952.997635,146451,146419,146419,0,6,8,49166,0,49174,0,0,11,0,0,18,18,32,75064,1,0,367977,227085,0,244,283,1,3,60,828522,2167,75064,22,24,5836,0,-74,-2147483648,18525,4294967295,0,0
2953247637,2953.247637,146464,146432,146432,0,6,8,49166,0,49174,0,0,11,0,0,31,31,32,75064,1,0,367977,227104,0,245,283,1,3,60,828522,2164,75064,21,24,5836,0,-74,-2147483648,268527,4294967295,0,0
2953497638,2953.497638,146476,146444,146444,0,6,8,49166,0,49174,0,0,11,0,0,43,43,32,75064,1,0,367977,227124,0,138,283,1,3,60,828522,2167,75064,22,24,5837,0,-75,-2147483648,5216,4294967295,0,0
2953747640,2953.747640,146489,146457,146457,0,6,8,49166,0,49174,0,0,11,0,0,56,56,32,75064,1,0,367977,227143,0,245,283,1,3,60,828522,1164,75064,21,24,5837,0,-75,-2147483648,255218,4294967295,0,0
2953997641,2953.997641,146501,146469,146469,0,6,8,49166,0,49174,0,0,11,0,0,68,68,32,75064,1,0,367977,227162,0,138,283,1,3,60,828522,2206,75064,21,24,5838,0,-80,-2147483648,3033,4294967295,0,0
2954247641,2954.247641,146514,146482,146482,0,6,8,49166,0,49174,0,0,11,0,0,81,81,32,75064,1,0,367977,227181,0,244,283,0,3,61,828522,2164,75064,22,24,5838,0,-80,-2147483648,253033,4294967295,0,0
2954497642,2954.497642,146526,146494,146494,0,6,8,49166,0,49174,0,0,11,0,0,93,93,32,75064,1,0,367977,227201,0,138,283,1,3,60,828522,2120,75064,21,24,5839,0,-79,-2147483648,1486,4294967295,0,0
2954747642,2954.747642,146539,146507,146507,0,5,8,49166,0,49174,0,0,11,0,0,106,106,32,75064,1,0,367977,227220,0,244,283,1,3,60,828522,2164,75064,22,24,5839,0,-79,-2147483648,251486,4294967295,0,0
2954997642,2954.997642,146551,146519,146519,0,6,8,49166,0,49174,0,0,11,0,0,118,118,32,75064,1,0,367977,227239,0,138,283,1,3,2,828522,2129,75064,22,24,5840,0,-76,-2147483648,1190,4294967295,0,0
